mm_policy,qa_function,explore_policy,pretrain_semantic,long_capacity,episodic_capacity,semantic_capacity,short_capacity,semantic_decay_factor,test_mean,test_std
random,random,random,False,48,48,0,1,1.0,56.44000000000001,4.533254901282301
semantic,semantic,avoid_walls,False,96,0,96,1,0.5,303.88,27.68027456511224
semantic,semantic,avoid_walls,False,96,0,96,1,0.7,302.62,5.279924241880751
semantic,semantic,avoid_walls,False,96,0,96,1,0.9,288.76,24.584271394531914
semantic,semantic,avoid_walls,exclude_walls,96,0,96,1,0.9,286.38,19.653844407647075
semantic,semantic,avoid_walls,False,96,0,96,1,0.99,281.16,31.429705693817745
semantic,semantic,avoid_walls,include_walls,96,0,96,1,0.5,275.69999999999993,10.512278535122636
semantic,semantic,avoid_walls,include_walls,96,0,96,1,0.7,273.14,7.024699281819822
semantic,semantic,avoid_walls,exclude_walls,96,0,96,1,0.7,271.78000000000003,19.48819129626965
semantic,semantic,avoid_walls,exclude_walls,96,0,96,1,0.5,267.46000000000004,20.78976671345784
semantic,semantic,avoid_walls,include_walls,96,0,96,1,0.9,266.74,8.849090348730769
semantic,semantic,avoid_walls,include_walls,96,0,96,1,0.99,261.15999999999997,2.890397896484151
semantic,semantic,avoid_walls,exclude_walls,96,0,96,1,0.99,248.92000000000002,6.101278554532646
random,episodic_semantic,avoid_walls,False,96,48,48,1,0.9,222.0,15.846387600964462
semantic,semantic,random,False,96,0,96,1,0.7,221.57999999999998,27.819158865788886
random,episodic_semantic,avoid_walls,False,96,48,48,1,0.7,217.01999999999998,15.752383946565041
random,episodic_semantic,avoid_walls,False,96,48,48,1,0.99,216.3,14.648549416239137
semantic,semantic,random,include_walls,96,0,96,1,0.99,216.16,6.597757194683661
semantic,semantic,random,False,96,0,96,1,0.5,215.72000000000003,25.337671558373312
semantic,semantic,random,False,96,0,96,1,0.9,215.6,27.571942260203578
random,episodic_semantic,avoid_walls,False,96,0,96,1,0.9,212.85999999999999,10.714588186206688
random,episodic_semantic,avoid_walls,include_walls,96,48,48,1,0.99,209.52000000000004,6.68053890041814
semantic,semantic,random,False,96,0,96,1,0.99,209.48000000000002,23.59672858681898
semantic,semantic,random,include_walls,96,0,96,1,0.9,207.26,24.140472240617
random,episodic_semantic,avoid_walls,include_walls,96,48,48,1,0.5,206.98000000000002,8.50585680575449
random,episodic_semantic,avoid_walls,False,96,0,96,1,0.99,204.84,21.62818531453807
semantic,semantic,random,exclude_walls,96,0,96,1,0.99,204.79999999999998,15.980613254815978
random,episodic_semantic,avoid_walls,False,96,48,48,1,0.5,204.10000000000002,9.812033428398012
random,episodic_semantic,avoid_walls,exclude_walls,96,48,48,1,0.5,203.98000000000002,10.177897621807755
semantic,semantic,random,exclude_walls,96,0,96,1,0.7,203.11999999999998,23.04251722360211
random,episodic_semantic,avoid_walls,include_walls,96,48,48,1,0.7,203.1,6.682514496804326
random,episodic_semantic,avoid_walls,exclude_walls,96,48,48,1,0.99,203.04000000000002,15.43769412833407
episodic,episodic,avoid_walls,False,96,96,0,1,1.0,202.68,7.803691434186774
random,episodic_semantic,avoid_walls,exclude_walls,96,48,48,1,0.7,199.16,11.373759272993258
random,episodic_semantic,avoid_walls,exclude_walls,96,48,48,1,0.9,198.90000000000003,12.041760668606562
semantic,semantic,random,include_walls,96,0,96,1,0.7,197.0,25.51830715388463
random,episodic_semantic,avoid_walls,include_walls,96,48,48,1,0.9,196.35999999999999,9.943158451920594
random,episodic_semantic,avoid_walls,exclude_walls,96,0,96,1,0.7,196.07999999999998,18.176842410055713
semantic,semantic,random,include_walls,96,0,96,1,0.5,192.66000000000003,24.16349312496022
random,episodic_semantic,random,False,96,48,48,1,0.9,189.76000000000002,3.7574459410615595
